C:\Users\sherlock\Apach\xerces-1.2.0-src\xerces-1.2.0\src\org\apache\html\dom\HTMLIsIndexElementImpl.java,107.8,0.25,28.45,29,0.98,29,43,35.34,901.5,0.82,20.97
C:\Users\sherlock\Apach\xerces-1.2.0-src\xerces-1.2.0\src\org\apache\xerces\framework\XMLParser.java,90.26,0.21,5.26,5,1.05,15,30,18.95,273.06,0.63,9.1
C:\Users\sherlock\Apach\xerces-1.2.0-src\xerces-1.2.0\src\org\w3c\dom\html\HTMLBodyElement.java,95.07,0.22,27.67,30,0.92,23,114,45.11,1468.47,0.4,12.88
C:\Users\sherlock\Apach\xerces-1.2.0-src\xerces-1.2.0\src\org\apache\html\dom\HTMLFormControl.java,65.41,0.15,0,0,0,1,1,0,0,0,0
C:\Users\sherlock\Apach\xerces-1.2.0-src\xerces-1.2.0\src\org\apache\xerces\validators\datatype\BooleanDatatypeValidator.java,66.6,0.15,12.95,14,0.93,10,19,14.81,144.57,0.78,7.61
C:\Users\sherlock\Apach\xerces-1.2.0-src\xerces-1.2.0\src\org\apache\xerces\readers\StreamingCharReader.java,39.21,0.09,5.6,5,1.12,5,7,5.38,26.61,0.77,3.8
C:\Users\sherlock\Apach\xerces-1.2.0-src\xerces-1.2.0\src\org\apache\xml\serialize\OutputFormat.java,120.21,0.27,0,0,0,1,1,0,0,0,0
C:\Users\sherlock\Apach\xerces-1.2.0-src\xerces-1.2.0\src\org\w3c\dom\html\HTMLFrameSetElement.java,95.5,0.22,21.76,24,0.91,23,114,43.08,1468.47,0.38,12.88
C:\Users\sherlock\Apach\xerces-1.2.0-src\xerces-1.2.0\src\org\w3c\dom\html\HTMLLIElement.java,106.67,0.24,30.49,34,0.9,23,114,53.85,1468.47,0.47,12.88
C:\Users\sherlock\Apach\xerces-1.2.0-src\xerces-1.2.0\src\org\apache\xerces\validators\dtd\DTDGrammar.java,92.55,0.21,1.8,1,1.8,2,10,5.43,31.24,0.54,3.12
C:\Users\sherlock\Apach\xerces-1.2.0-src\xerces-1.2.0\src\javax\xml\parsers\SAXParser.java,86.37,0.2,6.26,6,1.04,17,114,40.47,1468.47,0.35,12.88
C:\Users\sherlock\Apach\xerces-1.2.0-src\xerces-1.2.0\src\org\apache\wml\WMLOneventElement.java,92.8,0.21,28.03,29,0.97,32,38,32.24,1047.71,0.85,27.57
C:\Users\sherlock\Apach\xerces-1.2.0-src\xerces-1.2.0\src\org\apache\xerces\validators\datatype\IDREFDatatypeValidator.java,61.72,0.14,5.52,5,1.1,10,19,11.34,144.57,0.6,7.61
C:\Users\sherlock\Apach\xerces-1.2.0-src\xerces-1.2.0\src\org\w3c\dom\Element.java,102.32,0.23,21.98,24,0.92,24,114,57.62,1468.47,0.51,12.88
C:\Users\sherlock\Apach\xerces-1.2.0-src\xerces-1.2.0\src\org\apache\xerces\dom\NotationImpl.java,84.73,0.19,0,0,0,1,1,0,0,0,0
C:\Users\sherlock\Apach\xerces-1.2.0-src\xerces-1.2.0\src\org\apache\xml\serialize\TextSerializer.java,90.93,0.21,1.82,1,1.82,3,4,2.32,7.44,0.58,1.86
C:\Users\sherlock\Apach\xerces-1.2.0-src\xerces-1.2.0\src\org\apache\xerces\validators\common\ContentLeafNameTypeVector.java,43.92,0.1,0,0,0,1,1,0,0,0,0
C:\Users\sherlock\Apach\xerces-1.2.0-src\xerces-1.2.0\src\org\apache\wml\dom\WMLBrElementImpl.java,91.47,0.21,35.58,35,1.02,36,36,34.57,1237.09,0.96,34.36
C:\Users\sherlock\Apach\xerces-1.2.0-src\xerces-1.2.0\src\org\w3c\dom\html\HTMLStyleElement.java,99.12,0.23,5.41,5,1.08,22,114,47.93,1468.47,0.42,12.88
C:\Users\sherlock\Apach\xerces-1.2.0-src\xerces-1.2.0\src\org\w3c\dom\html\HTMLBRElement.java,97.39,0.22,29.1,32,0.91,22,114,46.31,1468.47,0.41,12.88
C:\Users\sherlock\Apach\xerces-1.2.0-src\xerces-1.2.0\src\org\apache\html\dom\HTMLLabelElementImpl.java,74.65,0.17,6.47,6,1.08,11,43,24.83,901.5,0.58,20.97
C:\Users\sherlock\Apach\xerces-1.2.0-src\xerces-1.2.0\src\org\apache\html\dom\HTMLUListElementImpl.java,107.75,0.25,26.27,27,0.97,29,43,34.94,901.5,0.81,20.97
C:\Users\sherlock\Apach\xerces-1.2.0-src\xerces-1.2.0\src\org\apache\xerces\validators\datatype\TimeDurationDatatypeValidator.java,73.24,0.17,6.24,6,1.04,9,19,11.18,144.57,0.59,7.61
C:\Users\sherlock\Apach\xerces-1.2.0-src\xerces-1.2.0\src\org\apache\xerces\utils\URI.java,100.58,0.23,0,0,0,1,1,0,0,0,0
C:\Users\sherlock\Apach\xerces-1.2.0-src\xerces-1.2.0\src\org\apache\html\dom\HTMLOptGroupElementImpl.java,106.49,0.24,28.07,29,0.97,29,43,35.45,901.5,0.82,20.97
C:\Users\sherlock\Apach\xerces-1.2.0-src\xerces-1.2.0\src\org\w3c\dom\html\HTMLTitleElement.java,89.57,0.2,0,0,0,1,1,0,0,0,0
C:\Users\sherlock\Apach\xerces-1.2.0-src\xerces-1.2.0\src\org\apache\xerces\validators\datatype\DatatypeValidatorFactoryImpl.java,37.5,0.09,8.79,9,0.98,10,19,13.35,144.57,0.7,7.61
C:\Users\sherlock\Apach\xerces-1.2.0-src\xerces-1.2.0\src\org\w3c\dom\events\EventListener.java,64.49,0.15,22.04,24,0.92,24,114,44.51,1468.47,0.39,12.88
C:\Users\sherlock\Apach\xerces-1.2.0-src\xerces-1.2.0\src\org\apache\wml\WMLBigElement.java,92.82,0.21,32.97,34,0.97,32,38,34.36,1047.71,0.9,27.57
C:\Users\sherlock\Apach\xerces-1.2.0-src\xerces-1.2.0\src\org\apache\xerces\utils\StringHasher.java,76.08,0.17,1.8,1,1.8,4,11,4.72,32.04,0.43,2.91
C:\Users\sherlock\Apach\xerces-1.2.0-src\xerces-1.2.0\src\org\apache\html\dom\HTMLHtmlElementImpl.java,108.11,0.25,27.7,28,0.99,29,43,35.45,901.5,0.82,20.97
C:\Users\sherlock\Apach\xerces-1.2.0-src\xerces-1.2.0\src\org\xml\sax\ext\LexicalHandler.java,91.66,0.21,15.37,16,0.96,15,30,22.81,273.06,0.76,9.1
C:\Users\sherlock\Apach\xerces-1.2.0-src\xerces-1.2.0\src\org\apache\xml\serialize\LineSeparator.java,79.09,0.18,0,0,0,1,1,0,0,0,0
C:\Users\sherlock\Apach\xerces-1.2.0-src\xerces-1.2.0\src\org\xml\sax\helpers\AttributesImpl.java,95.59,0.22,2.8,2,1.4,4,30,12.49,273.06,0.42,9.1
C:\Users\sherlock\Apach\xerces-1.2.0-src\xerces-1.2.0\src\org\xml\sax\helpers\ParserAdapter.java,95.52,0.22,15.15,16,0.95,15,30,23.07,273.06,0.77,9.1
C:\Users\sherlock\Apach\xerces-1.2.0-src\xerces-1.2.0\src\org\w3c\dom\html\HTMLParagraphElement.java,92.99,0.21,17.82,19,0.94,23,114,42.41,1468.47,0.37,12.88
C:\Users\sherlock\Apach\xerces-1.2.0-src\xerces-1.2.0\src\org\apache\wml\WMLMetaElement.java,115.85,0.26,11.13,12,0.93,29,38,29.21,1047.71,0.77,27.57
C:\Users\sherlock\Apach\xerces-1.2.0-src\xerces-1.2.0\src\org\apache\xerces\dom\AttrImpl.java,111.4,0.25,3.56,3,1.19,4,114,40.22,1468.47,0.35,12.88
C:\Users\sherlock\Apach\xerces-1.2.0-src\xerces-1.2.0\src\org\w3c\dom\CharacterData.java,78.53,0.18,23.62,26,0.91,23,114,47.53,1468.47,0.42,12.88
C:\Users\sherlock\Apach\xerces-1.2.0-src\xerces-1.2.0\src\org\apache\wml\WMLStrongElement.java,91.38,0.21,33,34,0.97,32,38,34.36,1047.71,0.9,27.57
C:\Users\sherlock\Apach\xerces-1.2.0-src\xerces-1.2.0\src\org\apache\xerces\validators\common\Grammar.java,45.25,0.1,4.56,4,1.14,4,10,6.95,31.24,0.7,3.12
C:\Users\sherlock\Apach\xerces-1.2.0-src\xerces-1.2.0\src\org\w3c\dom\events\Event.java,69.14,0.16,5.69,5,1.14,25,114,41.85,1468.47,0.37,12.88
C:\Users\sherlock\Apach\xerces-1.2.0-src\xerces-1.2.0\src\org\apache\xerces\validators\datatype\XMLException.java,42.78,0.1,2.69,2,1.34,3,3,1.68,5.27,0.56,1.76
C:\Users\sherlock\Apach\xerces-1.2.0-src\xerces-1.2.0\src\org\apache\xml\serialize\SerializerFactoryImpl.java,35.61,0.08,4.69,4,1.17,5,5,3.68,17.88,0.74,3.58
C:\Users\sherlock\Apach\xerces-1.2.0-src\xerces-1.2.0\src\org\apache\wml\dom\WMLOptionElementImpl.java,84.31,0.19,35.49,35,1.01,36,36,34.59,1237.09,0.96,34.36
C:\Users\sherlock\Apach\xerces-1.2.0-src\xerces-1.2.0\src\org\apache\xerces\validators\datatype\InvalidDatatypeValueException.java,66.54,0.15,2.76,2,1.38,3,3,1.77,5.27,0.59,1.76
C:\Users\sherlock\Apach\xerces-1.2.0-src\xerces-1.2.0\src\org\apache\wml\WMLPrevElement.java,84.2,0.19,27.66,29,0.95,32,38,31.6,1047.71,0.83,27.57
C:\Users\sherlock\Apach\xerces-1.2.0-src\xerces-1.2.0\src\org\w3c\dom\html\HTMLUListElement.java,85.1,0.19,17.67,19,0.93,22,114,41.76,1468.47,0.37,12.88
C:\Users\sherlock\Apach\xerces-1.2.0-src\xerces-1.2.0\src\org\apache\html\dom\HTMLDListElementImpl.java,98.53,0.22,25.12,26,0.97,29,43,33.45,901.5,0.78,20.97
C:\Users\sherlock\Apach\xerces-1.2.0-src\xerces-1.2.0\src\org\apache\xerces\dom\DocumentTypeImpl.java,106.37,0.24,1.86,1,1.86,2,16,7.86,108.55,0.49,6.78
C:\Users\sherlock\Apach\xerces-1.2.0-src\xerces-1.2.0\src\org\w3c\dom\html\HTMLCollection.java,94.32,0.21,24.09,26,0.93,24,114,55.85,1468.47,0.49,12.88
C:\Users\sherlock\Apach\xerces-1.2.0-src\xerces-1.2.0\src\org\apache\xerces\dom\TreeWalkerImpl.java,45.26,0.1,5.47,5,1.09,7,114,21.89,1468.47,0.19,12.88
C:\Users\sherlock\Apach\xerces-1.2.0-src\xerces-1.2.0\src\org\apache\wml\dom\WMLOptgroupElementImpl.java,88.29,0.2,35.64,35,1.02,36,36,34.73,1237.09,0.96,34.36
C:\Users\sherlock\Apach\xerces-1.2.0-src\xerces-1.2.0\src\org\apache\xml\serialize\Method.java,97.72,0.22,4.34,4,1.08,5,5,3.35,17.88,0.67,3.58
C:\Users\sherlock\Apach\xerces-1.2.0-src\xerces-1.2.0\src\org\apache\wml\WMLSetvarElement.java,98.71,0.22,28.82,30,0.96,32,38,32.48,1047.71,0.85,27.57
C:\Users\sherlock\Apach\xerces-1.2.0-src\xerces-1.2.0\src\org\apache\html\dom\HTMLFieldSetElementImpl.java,100.22,0.23,25.47,26,0.98,29,43,33.56,901.5,0.78,20.97
C:\Users\sherlock\Apach\xerces-1.2.0-src\xerces-1.2.0\src\org\apache\xerces\dom\EntityReferenceImpl.java,79.6,0.18,2.7,2,1.35,2,16,6.42,108.55,0.4,6.78
C:\Users\sherlock\Apach\xerces-1.2.0-src\xerces-1.2.0\src\org\apache\xerces\dom\ElementImpl.java,110.59,0.25,4.33,4,1.08,7,114,37.34,1468.47,0.33,12.88
C:\Users\sherlock\Apach\xerces-1.2.0-src\xerces-1.2.0\src\org\w3c\dom\html\HTMLAnchorElement.java,106.71,0.24,26.06,29,0.9,23,114,50.71,1468.47,0.44,12.88
C:\Users\sherlock\Apach\xerces-1.2.0-src\xerces-1.2.0\src\org\apache\xerces\dom\TextImpl.java,84.11,0.19,1.82,1,1.82,2,2,0.83,1.66,0.41,0.83
C:\Users\sherlock\Apach\xerces-1.2.0-src\xerces-1.2.0\src\org\apache\xerces\validators\schema\SchemaGrammar.java,30.92,0.07,6.29,6,1.05,4,10,7.14,31.24,0.71,3.12
C:\Users\sherlock\Apach\xerces-1.2.0-src\xerces-1.2.0\src\org\xml\sax\helpers\XMLFilterImpl.java,85.02,0.19,16.29,17,0.96,15,30,23.07,273.06,0.77,9.1
C:\Users\sherlock\Apach\xerces-1.2.0-src\xerces-1.2.0\src\org\apache\xerces\utils\XMLMessages.java,88.35,0.2,0,0,0,1,1,0,0,0,0
C:\Users\sherlock\Apach\xerces-1.2.0-src\xerces-1.2.0\src\org\apache\wml\dom\WMLTimerElementImpl.java,89.54,0.2,35.63,35,1.02,36,36,34.63,1237.09,0.96,34.36
C:\Users\sherlock\Apach\xerces-1.2.0-src\xerces-1.2.0\src\org\xml\sax\helpers\DefaultHandler.java,79.59,0.18,14.51,15,0.97,15,30,22.46,273.06,0.75,9.1
C:\Users\sherlock\Apach\xerces-1.2.0-src\xerces-1.2.0\src\org\w3c\dom\html\HTMLTableSectionElement.java,87.51,0.2,2.9,2,1.45,3,3,1.9,5.76,0.63,1.92
C:\Users\sherlock\Apach\xerces-1.2.0-src\xerces-1.2.0\src\org\apache\xerces\dom\ChildNode.java,73.16,0.17,6.19,6,1.03,7,114,25.78,1468.47,0.23,12.88
C:\Users\sherlock\Apach\xerces-1.2.0-src\xerces-1.2.0\src\org\apache\html\dom\HTMLAnchorElementImpl.java,93.46,0.21,7.34,7,1.05,9,43,28.01,901.5,0.65,20.97
C:\Users\sherlock\Apach\xerces-1.2.0-src\xerces-1.2.0\src\org\apache\wml\dom\WMLDocumentImpl.java,114.4,0.26,0,0,0,1,1,0,0,0,0
C:\Users\sherlock\Apach\xerces-1.2.0-src\xerces-1.2.0\src\org\apache\xerces\utils\UTF8DataChunk.java,38.77,0.09,0,0,0,1,1,0,0,0,0
C:\Users\sherlock\Apach\xerces-1.2.0-src\xerces-1.2.0\src\org\apache\wml\WMLDocument.java,90.14,0.21,27.58,29,0.95,32,38,31.48,1047.71,0.83,27.57
C:\Users\sherlock\Apach\xerces-1.2.0-src\xerces-1.2.0\src\org\apache\html\dom\HTMLDirectoryElementImpl.java,98.62,0.22,25.13,26,0.97,29,43,33.48,901.5,0.78,20.97
C:\Users\sherlock\Apach\xerces-1.2.0-src\xerces-1.2.0\src\org\w3c\dom\range\RangeException.java,73.55,0.17,20.42,23,0.89,23,114,46.69,1468.47,0.41,12.88
C:\Users\sherlock\Apach\xerces-1.2.0-src\xerces-1.2.0\src\org\w3c\dom\html\HTMLHeadElement.java,97.66,0.22,22.51,25,0.9,23,114,43.72,1468.47,0.38,12.88
C:\Users\sherlock\Apach\xerces-1.2.0-src\xerces-1.2.0\src\org\w3c\dom\DOMException.java,71.08,0.16,2.79,2,1.4,2,114,32.39,1468.47,0.28,12.88
C:\Users\sherlock\Apach\xerces-1.2.0-src\xerces-1.2.0\src\org\apache\html\dom\HTMLDocumentImpl.java,109.44,0.25,0,0,0,1,1,0,0,0,0
C:\Users\sherlock\Apach\xerces-1.2.0-src\xerces-1.2.0\src\org\apache\xerces\framework\XMLErrorReporter.java,59.48,0.14,0,0,0,1,1,0,0,0,0
C:\Users\sherlock\Apach\xerces-1.2.0-src\xerces-1.2.0\src\org\apache\xerces\validators\schema\SchemaSymbols.java,101.7,0.23,0,0,0,1,1,0,0,0,0
C:\Users\sherlock\Apach\xerces-1.2.0-src\xerces-1.2.0\src\org\w3c\dom\html\HTMLFontElement.java,80.32,0.18,9.61,10,0.96,24,114,38.82,1468.47,0.34,12.88
C:\Users\sherlock\Apach\xerces-1.2.0-src\xerces-1.2.0\src\org\apache\wml\WMLTemplateElement.java,104.61,0.24,28.73,30,0.96,32,38,32.54,1047.71,0.86,27.57
C:\Users\sherlock\Apach\xerces-1.2.0-src\xerces-1.2.0\src\org\w3c\dom\events\EventTarget.java,65.72,0.15,20.09,22,0.91,24,114,44.27,1468.47,0.39,12.88
C:\Users\sherlock\Apach\xerces-1.2.0-src\xerces-1.2.0\src\org\w3c\dom\html\HTMLTableRowElement.java,97.98,0.22,2.94,2,1.47,3,3,1.94,5.76,0.65,1.92
C:\Users\sherlock\Apach\xerces-1.2.0-src\xerces-1.2.0\src\org\apache\xerces\validators\schema\SchemaMessageProvider.java,57.62,0.13,4.72,4,1.18,5,5,3.73,18.4,0.75,3.68
C:\Users\sherlock\Apach\xerces-1.2.0-src\xerces-1.2.0\src\org\w3c\dom\NodeList.java,77.5,0.18,22.82,25,0.91,24,114,47.49,1468.47,0.42,12.88
C:\Users\sherlock\Apach\xerces-1.2.0-src\xerces-1.2.0\src\org\apache\xml\serialize\Printer.java,67.36,0.15,0,0,0,1,1,0,0,0,0
C:\Users\sherlock\Apach\xerces-1.2.0-src\xerces-1.2.0\src\org\apache\xerces\msg\DatatypeMessages.java,27.61,0.06,3.96,3,1.32,4,4,2.96,11.78,0.74,2.94
C:\Users\sherlock\Apach\xerces-1.2.0-src\xerces-1.2.0\src\org\apache\xerces\readers\MIME2Java.java,54.03,0.12,0,0,0,1,1,0,0,0,0
C:\Users\sherlock\Apach\xerces-1.2.0-src\xerces-1.2.0\src\org\xml\sax\helpers\LocatorImpl.java,62.8,0.14,2.71,2,1.35,5,30,14.87,273.06,0.5,9.1
C:\Users\sherlock\Apach\xerces-1.2.0-src\xerces-1.2.0\src\org\w3c\dom\html\HTMLMetaElement.java,101.23,0.23,16.37,18,0.91,23,114,42.56,1468.47,0.37,12.88
C:\Users\sherlock\Apach\xerces-1.2.0-src\xerces-1.2.0\src\org\apache\wml\WMLIElement.java,91.23,0.21,33.02,34,0.97,32,38,34.4,1047.71,0.91,27.57
C:\Users\sherlock\Apach\xerces-1.2.0-src\xerces-1.2.0\src\org\apache\html\dom\HTMLParagraphElementImpl.java,105.86,0.24,26.37,27,0.98,29,43,34.74,901.5,0.81,20.97
C:\Users\sherlock\Apach\xerces-1.2.0-src\xerces-1.2.0\src\org\w3c\dom\range\DocumentRange.java,96.13,0.22,14.37,16,0.9,25,114,47.37,1468.47,0.42,12.88
C:\Users\sherlock\Apach\xerces-1.2.0-src\xerces-1.2.0\src\javax\xml\parsers\ParserConfigurationException.java,69.08,0.16,3.73,3,1.24,18,114,25.2,1468.47,0.22,12.88
C:\Users\sherlock\Apach\xerces-1.2.0-src\xerces-1.2.0\src\org\xml\sax\XMLReader.java,88.38,0.2,17.09,18,0.95,15,30,23.13,273.06,0.77,9.1
C:\Users\sherlock\Apach\xerces-1.2.0-src\xerces-1.2.0\src\org\xml\sax\helpers\XMLReaderFactory.java,80.85,0.18,15.93,17,0.94,15,30,22.59,273.06,0.75,9.1
C:\Users\sherlock\Apach\xerces-1.2.0-src\xerces-1.2.0\src\org\apache\xerces\utils\QName.java,45.17,0.1,1.88,1,1.88,2,2,0.89,1.77,0.45,0.89
C:\Users\sherlock\Apach\xerces-1.2.0-src\xerces-1.2.0\src\org\apache\xerces\utils\regex\RegularExpression.java,55.2,0.13,0,0,0,1,1,0,0,0,0
C:\Users\sherlock\Apach\xerces-1.2.0-src\xerces-1.2.0\src\org\apache\xerces\domx\DOMException.java,82.12,0.19,2.72,2,1.36,18,114,37.1,1468.47,0.33,12.88
C:\Users\sherlock\Apach\xerces-1.2.0-src\xerces-1.2.0\src\org\apache\xerces\validators\datatype\DatatypeValidatorFactory.java,49.92,0.11,6.12,6,1.02,11,19,12.28,144.57,0.65,7.61
C:\Users\sherlock\Apach\xerces-1.2.0-src\xerces-1.2.0\src\org\apache\wml\WMLSmallElement.java,90.38,0.21,32.95,34,0.97,32,38,34.3,1047.71,0.9,27.57
C:\Users\sherlock\Apach\xerces-1.2.0-src\xerces-1.2.0\src\org\apache\xerces\dom\AttrNSImpl.java,75.43,0.17,2,1,2,2,2,1,2,0.5,1
C:\Users\sherlock\Apach\xerces-1.2.0-src\xerces-1.2.0\src\org\apache\html\dom\HTMLAreaElementImpl.java,87.04,0.2,6.75,6,1.12,12,43,27.69,901.5,0.64,20.97
C:\Users\sherlock\Apach\xerces-1.2.0-src\xerces-1.2.0\src\org\apache\xerces\validators\common\CMAny.java,44.29,0.1,6.48,6,1.08,6,7,5.5,31.97,0.79,4.57
C:\Users\sherlock\Apach\xerces-1.2.0-src\xerces-1.2.0\src\org\apache\wml\dom\WMLRefreshElementImpl.java,95.85,0.22,35.04,35,1,36,36,34.04,1237.09,0.95,34.36
C:\Users\sherlock\Apach\xerces-1.2.0-src\xerces-1.2.0\src\org\apache\xerces\framework\XMLAttrList.java,63.03,0.14,5.34,5,1.07,5,10,6.93,31.24,0.69,3.12
C:\Users\sherlock\Apach\xerces-1.2.0-src\xerces-1.2.0\src\org\apache\xerces\dom\DeferredElementNSImpl.java,60.22,0.14,10.18,10,1.02,11,16,11.33,108.55,0.71,6.78
C:\Users\sherlock\Apach\xerces-1.2.0-src\xerces-1.2.0\src\org\apache\xerces\jaxp\SAXParserFactoryImpl.java,71.09,0.16,5.59,5,1.12,18,114,34.65,1468.47,0.3,12.88
C:\Users\sherlock\Apach\xerces-1.2.0-src\xerces-1.2.0\src\org\apache\html\dom\HTMLDivElementImpl.java,105.7,0.24,26.4,27,0.98,29,43,34.93,901.5,0.81,20.97
C:\Users\sherlock\Apach\xerces-1.2.0-src\xerces-1.2.0\src\org\apache\xerces\dom\AttributeMap.java,86.03,0.2,5.22,5,1.04,7,114,29.74,1468.47,0.26,12.88
C:\Users\sherlock\Apach\xerces-1.2.0-src\xerces-1.2.0\src\javax\xml\parsers\DocumentBuilder.java,86.11,0.2,11.96,13,0.92,24,114,44.81,1468.47,0.39,12.88
C:\Users\sherlock\Apach\xerces-1.2.0-src\xerces-1.2.0\src\org\w3c\dom\html\HTMLFrameElement.java,87.23,0.2,8.6,9,0.96,18,114,41.92,1468.47,0.37,12.88
C:\Users\sherlock\Apach\xerces-1.2.0-src\xerces-1.2.0\src\org\apache\xerces\utils\regex\Match.java,89.58,0.2,0,0,0,1,1,0,0,0,0
